place,id,title,author,snbn,format,genre
Tijuana-Luis Fimbres Moreno,37877,"Evolución reciente de la educación en América Latina, VI; análisis regional Honduras, Jamaica, México, Nicaragua y Panamá",,LA541 U54 1976,AC,educacion
Tijuana-Luis Fimbres Moreno,37879,Didáctica de la lectura creadora,"Lacau, María Hortensia",LB 2393 P35 1966,AC,educacion
Tijuana-Luis Fimbres Moreno,37896,Instrucción basada en la capacidad; una estrategia para eliminar el fracaso,"Nagel, Thomas S.",LB1025 N34 1979,AC,educacion
Tijuana-Luis Fimbres Moreno,37891,Didáctica general,"Tomaschewsky, Karlhein",LB1025 T66 1966,AC,educacion
Tijuana-Luis Fimbres Moreno,37858,Enseñanza humanística,"Clark, Donald H.",LB1025.2 C5318 1973,AC,educacion
Tijuana-Luis Fimbres Moreno,37887,Búsqueda personal y educación,"Kline, Lloyd W.",LB1025.2 K5618 1973,AC,educacion
Tijuana-Luis Fimbres Moreno,37889,Planeamiento de la enseñanza,"Popham, W. James",LB1027 P6718 1976,AC,educacion
Tijuana-Luis Fimbres Moreno,37899,Guía de estudio efectivo,"Brown, William F.",LB1049 B7618 1975,AC,educacion
Tijuana-Luis Fimbres Moreno,37898,El estudio autodirigido,"Knowles, Malcolm S.",LB1049 K5618 1982,AC,educacion
Tijuana-Luis Fimbres Moreno,37904,Técnica de la lectura veloz; manual para el docente,"Fry, Edward",LB1050.5 F79 1970,AC,educacion
Tijuana-Luis Fimbres Moreno,37443,El Niño dislexico; guía para resolver las dificultades en la lectura y escritura,"Nieto Herrera, Margarita E.",LB1050.5 N54 1983,AC,educacion
Tijuana-Luis Fimbres Moreno,37421,Una didáctica fundada en la psicología de Jean Piaget,"Aebli, Hans",LB1051 A35 1973,AC,psicologia
Tijuana-Luis Fimbres Moreno,37403,Bases psicológicas de la educación,"Bigge, Morris L",LB1051 B4518 1970,AC,psicologia
Tijuana-Luis Fimbres Moreno,38114,Introducción al psicoanálisis para educadores,"Freud, Anna",LB1051 F7418 1976,AC,psicologia
Tijuana-Luis Fimbres Moreno,37860,Análisis conductual aplicado a la instrucción,"Bijou, Sidney W.",LB1055 B5518 1978,AC,psicologia
Tijuana-Luis Fimbres Moreno,37404,Fundamentos de aprendizaje y motivación,"Logan, Frank A.",LB1065 L64 1976,AC,psicologia
Tijuana-Luis Fimbres Moreno,37862,El Desarrollo de la inteligencia en el niño pequeño y en el preescolar,"Huttenlocher, Janellen",LB1140.2 H88 1974,AC,psicologia
Tijuana-Luis Fimbres Moreno,37864,La Comprensión del lenguaje en la educación,"Mac Ginitie, Walter H.",LB1528 M33 1975,AC,psicologia
Tijuana-Luis Fimbres Moreno,37424,Como aprenden los niños pequeños y los escolares,"Holt, John",LB1555 H65 1974,AC,educacion
Tijuana-Luis Fimbres Moreno,37911,Orientación profesional del niño,"Arnold, Wilhelm",LB2343.3 A76 1966,AC,educacion
Tijuana-Luis Fimbres Moreno,37863,El Hombre y la cultura; problemas teóricos sobre educación,"Leontiev, A.N.",LB41 L4618 1968,AC,educacion
Tijuana-Luis Fimbres Moreno,37855,El Concepto de educación,"Peters, Richard S.",LB775 P48 1969,AC,educacion
Tijuana-Luis Fimbres Moreno,37884,Patricio Redondo y la técnica Freinet,"Costa Jou, Ramón, prólogo",LB775.F76 R46 1974,AC,educacion
Tijuana-Luis Fimbres Moreno,37886,Pedagogía del oprimido,"Freire, Paulo",LB880 F74 1970,AC,educacion
Tijuana-Luis Fimbres Moreno,37906,Extensión o comunicación?; la concientización en el medio rural,"Freire, Paulo",LC191 F74 1982,AC,educacion
Tijuana-Luis Fimbres Moreno,37408,El Derecho a ser inteligente,"Machado, Luis Alberto",LC191 M23 1978,AC,psicologia
Tijuana-Luis Fimbres Moreno,37868,Guía para los educadores de los países en desarrollo,"Tibbetts, John",LC2605 T5318 1970,AC,educacion
Tijuana-Luis Fimbres Moreno,38203,Música y músicos de la época virreinal,"Estrada, Jesús",ML210 E88 1973,AC,musica
Tijuana-Luis Fimbres Moreno,38207,Armonía y modulación,"Riemann, Hugo",MT50 R54 1952,AC,musica
Tijuana-Luis Fimbres Moreno,38204,Compendio de armonía,"Scholz, Hans",MT50 S36 1951,AC,musica
Tijuana-Luis Fimbres Moreno,38205,Tratado de armonía libro III,"Zamacois, Joaquín",MT50 Z36 1958,AC,musica
Tijuana-Luis Fimbres Moreno,38202,Temas de cultura musical,"Carrillo Paz, Gustavo",MT6 C37 1973,AC,musica
Tijuana-Luis Fimbres Moreno,38187,El Arte universal II,"Cirici, Alexandre",N5300 C57 1975,AC,musica
Tijuana-Luis Fimbres Moreno,37316,Investigaciones filosóficas sobre el origen y naturaleza delo bello,Diderot,N63 D53 1973,AC,filosofia
Tijuana-Luis Fimbres Moreno,38331,Discurso preliminar de la enciclopedia,"D´alembert, Jean Le Rond",N63.D5 D35 1974,AC,bellas artes
Tijuana-Luis Fimbres Moreno,38191,Arte mexicano; de sus orígenes a nuestro días,"Fernández, Justino",N6550 F47 1958,AC,bellas artes
Tijuana-Luis Fimbres Moreno,38190,El Arte en México,"Romero de Terreros, Manuel",N6553 R66 1951,AC,bellas artes
Tijuana-Luis Fimbres Moreno,38186,Historia social de la literatura y el arte v.III,"Hauser, Arnold",N72 H38 1974,AC,bellas artes
Tijuana-Luis Fimbres Moreno,926780,El dilema de la pareja,"Perel, Esther",NA,AC,psicologia
Tijuana-Luis Fimbres Moreno,927055,Comunicación didáctica en ambientes híbridos de aprendizaje en el nivel superior,"Vázquez Acevedo, Selene",NA,AC,educacion
Tijuana-Luis Fimbres Moreno,38194,La Pintura griega,"Devambez, Pierre",ND110 D48 1967,AC,bellas artes
Tijuana-Luis Fimbres Moreno,38193,Artes decorativas en la antigüedad,"Polsen, Frederik",NK1180 P68 1958,AC,bellas artes
Tijuana-Luis Fimbres Moreno,37917,Invitación a la lingÜística,"Pei, Mario",P121 P45 1970,AC,lengua
Tijuana-Luis Fimbres Moreno,37920,Aspectos de la teoría de la sintaxis,"Chomsky, Noam",P291 C4618 1976,AC,lengua
Tijuana-Luis Fimbres Moreno,37919,Elementos de semántica lingüística,"Trujillo, Ramón",P325 T78 1976,AC,lengua
Tijuana-Luis Fimbres Moreno,37918,Revolución en la lingüística,"Salvat, Manuel",P73 R48 1973,AC,lengua
Tijuana-Luis Fimbres Moreno,37559,Comunicación masiva y revolución socialista,"Mattelart, Armand",P92.C4 M388 1980,AC,historia
Tijuana-Luis Fimbres Moreno,38218,Los Orígenes de la novela,"García Gual, Carlos",PA3040 G37 1972,AC,literatura
Tijuana-Luis Fimbres Moreno,37317,De lo sublime,"Longino, Dionisio",PA4229 L66 1972,AC,lengua y literatura
Tijuana-Luis Fimbres Moreno,37768,Tratado de la República tratado de las leyes Catilinarias,"Cicerón, Marco Tulio",PA6156 C53 1975,AC,lengua
Tijuana-Luis Fimbres Moreno,37470,"Los Oficios o los deberes de la vejez, de la amistad","Cicerón, Marco Tulio",PA6315.E8 C53 1975,AC,lenguaje y literatura
Tijuana-Luis Fimbres Moreno,37492,De la brevedad de la vida,"Seneca, Lucio Anneo",PA6673.E8 S46 1980,AC,filosofia
Tijuana-Luis Fimbres Moreno,38263,Elogio de locura,Erasmo de Rotterdam,PA8514.E8 E73 1966,AC,lengua
Tijuana-Luis Fimbres Moreno,38219,Curso de redacción del pensamiento a la palabra,"Vivaldi, Gonzalo Martín",PC4410 V58 1998,AC,literatura
Tijuana-Luis Fimbres Moreno,38220,Curso de técnicas de expresión,NA,PC4721 C87 1973,AC,ciencias auxiliares
Tijuana-Luis Fimbres Moreno,37922,Business english; and handbook of grammar and usage,"Harold Janis, J.",PE1115 J36 1957,AC,lengua
Tijuana-Luis Fimbres Moreno,38225,Crimen y castigo,"Dostoyevski, Fiodor",PG3327.E8 D67 1970,AC,misterio
Tijuana-Luis Fimbres Moreno,38235,La Ventisca y otros cuentos,"Pushkin, Alexandr S.",PG3348 P87 1967,AC,literatura
Tijuana-Luis Fimbres Moreno,38251,"El Tio Vania, la gaviota, El jardín de los cerezos","Chejov, Anton Paulovich",PG3457.E8 C44 1970,AC,literatura
Tijuana-Luis Fimbres Moreno,38254,"La Chinche, el baño","Mayakovsky, Vladimir",PG3476.M3 M29 1964,AC,literatura
Tijuana-Luis Fimbres Moreno,38240,Lucharon por la patria ; premio nobel 1965,"Sholojov, Miguel",PG3476.S52 S56 1966,AC,literatura
Tijuana-Luis Fimbres Moreno,38418,La Literatura de los Aztecas,"Garibay K., Angel Ma.",PM4068.5 G37 1975,AC,literatura y musica
Tijuana-Luis Fimbres Moreno,38425,Panorama literario de los pueblos nabuas,"Garibay K., Angel Ma.",PM4068.5 G37 1975,AC,musica cultura
Tijuana-Luis Fimbres Moreno,38439,El arco y la lira,"Paz, Octavio,",PN1048 P39 1996,AC,bellas artes
Tijuana-Luis Fimbres Moreno,38215,Sociología del teatro ensayo sobre las sombras colectivas,"Duvignaud, Jean",PN1643 D88 1966,AC,literatura
Tijuana-Luis Fimbres Moreno,38208,Los Niños en la pantalla,"Vandromme, Pol",PN1995.9.C5 V36 1960,AC,literatura
Tijuana-Luis Fimbres Moreno,38216,"Para Comprender el teatro actual ; cine, teatro y television","Wright, Edward A.",PN2037 W75 1962,AC,bellas artes
Tijuana-Luis Fimbres Moreno,38382,Ensayos sobre teatro hispanoamericano,"Dauster, Frank",PN2309 D28 1975,AC,bellas artes
Tijuana-Luis Fimbres Moreno,38321,Las Afinidades electivas,"Goethe, Juan Wolfgang",PN35 G64 1973,AC,filosofia
Tijuana-Luis Fimbres Moreno,38232,Los Ultimos días de Pompeya,"Lytton, Edward Bulwer",PN35 L98 1970,AC,literatura
Tijuana-Luis Fimbres Moreno,37298,El Régimen legal de la prensa en México,"Castaño, Luis",PN4748.M4 C37 1962,AC,lengua y literatura
Tijuana-Luis Fimbres Moreno,37296,Introducción al periodismo,"Fraser, Bond F.",PN4775 B66 1965,AC,lengua y literatura
Tijuana-Luis Fimbres Moreno,38422,A ustedes les consta,NA,PN4968 A7 1980,AC,literatura
Tijuana-Luis Fimbres Moreno,38283,Literatura universal,"Montes de Oca, Francisco",PN594 M66 1987,AC,literatura
Tijuana-Luis Fimbres Moreno,38281,Antología de la novela corta universal v.I,NA,PN6054 R43 1977,AC,literatura
Tijuana-Luis Fimbres Moreno,38282,Antología de la novela corta universal v.III,NA,PN6054 R43 1977,AC,literatura
Tijuana-Luis Fimbres Moreno,38217,Cervantes o la crítica de la lectura,"Fuentes, Carlos",PN710 F84 1976,AC,bellas artes
Tijuana-Luis Fimbres Moreno,37336,Los Moralistas modernos,"Zolla, Elémire",PN775 Z65 1962,AC,lenguaje y literatura
Tijuana-Luis Fimbres Moreno,38334,"Comedias; tartufo, el burgués gentilhombre, el misántropo el enfermo imaginario",Moliere,PQ1823 M65 1973,AC,literatura
Tijuana-Luis Fimbres Moreno,38335,"Teatro completo I; la tebaida o los hermanos enemigos, alejandro el grande,","Racine, Jean",PQ1888.E8 R33 1958,AC,literatura
Tijuana-Luis Fimbres Moreno,38336,"Teatro completo II; bayaceto, mitríades, ifigenia, fedra,ester, atalía","Racine, Jean",PQ1888.E8 R33 1958,AC,literatura
Tijuana-Luis Fimbres Moreno,38231,Las Relaciones peligrosas,"Laclos, Choderlos de",PQ1993.L22 L23 1970,AC,literatura
Tijuana-Luis Fimbres Moreno,37354,Escritos filosóficos y políticos,"Sade,",PQ2063 S33 1969,AC,filosofia
Tijuana-Luis Fimbres Moreno,38222,Diario íntimo (1839-1850),"Amiel, Henri-Frederic",PQ2152 A45 1968,AC,literatura
Tijuana-Luis Fimbres Moreno,38223,Lirio del valle,"Balzac, Honoré de,",PQ2162.E8 B35 1966,AC,literatura
Tijuana-Luis Fimbres Moreno,38227,Salambó,"Flaubert, Gustavo",PQ2246 F63 1964,AC,literatura
Tijuana-Luis Fimbres Moreno,38226,Madame Bovary,"Flaubert, Gustavo",PQ2246 M23 1969,AC,novela
Tijuana-Luis Fimbres Moreno,38228,"La Novela de una momia, una noche de Cleopatra","Gautier, Teófilo",PQ2258 G28 1965,AC,novela
Tijuana-Luis Fimbres Moreno,38230,Los Trabajadores del mar,"Hugo, Victor",PQ2289.T7 H84 1965,AC,literatura
Tijuana-Luis Fimbres Moreno,38233,Pedro y Juan,"Maupassant, Guy de",PQ2349 M38 1964,AC,literatura
Tijuana-Luis Fimbres Moreno,38341,Bel Ami,"Maupassant, Guy de",PQ2349 M38 1973,AC,literatura
Tijuana-Luis Fimbres Moreno,38339,Rojo y negro,Stendhal,PQ2435 S74 1973,AC,literatura
Tijuana-Luis Fimbres Moreno,38259,Poesías,"Verlaine, Paul",PQ2463 V47 1970,AC,poesia
Tijuana-Luis Fimbres Moreno,38332,Antología poética,"Verlaine, Paul",PQ2463 V47 1972,AC,literatura
Tijuana-Luis Fimbres Moreno,38242,Miguel Strogoff,"Verne, Jules,",PQ2469 V47 1965,AC,literatura
Tijuana-Luis Fimbres Moreno,38241,De la tierra a la luna,"Verne, Jules,",PQ2469.A8 V47 1966,AC,literatura
Tijuana-Luis Fimbres Moreno,38244,Cinco semanas en globo,"Verne, Jules,",PQ2469.E8 V47 1967,AC,literatura
Tijuana-Luis Fimbres Moreno,38342,Miguel Strogoff,"Verne, Jules,",PQ2469.M5 V47 1972,AC,literatura
Tijuana-Luis Fimbres Moreno,38243,La vuelta al mundo en 80 días,"Verne, Jules,",PQ2469.T6 V47 1967,AC,literatura
Tijuana-Luis Fimbres Moreno,38245,Viaje al centro de la tierra,"Verne, Jules,",PQ2469.V6 V47 1967,AC,literatura
Tijuana-Luis Fimbres Moreno,38246,La Ralea,"Zola, Emilio",PQ2499 Z65 1968,AC,literatura
Tijuana-Luis Fimbres Moreno,38247,Teresa Raquin,"Zola, Emilio",PQ2521.T3 Z65 1971,AC,literatura
Tijuana-Luis Fimbres Moreno,38248,El Vientre de París,"Zola, Emilio",PQ2524 Z65 1966,AC,literatura
Tijuana-Luis Fimbres Moreno,38337,Obras completas I,"Ionesco, Eugene",PQ2617.O6 I56 1973,AC,literatura
Tijuana-Luis Fimbres Moreno,38344,"Cuando enmudecen las sirenas= la máscara de carne= María, hija de Flandes","Meersch, Maxence Van der",PQ2625.E3 M47 1967,AC,literatura
Tijuana-Luis Fimbres Moreno,38345,Cuerpos y almas,"Meersch, Maxence Van der",PQ2627.E3 M47 1968,AC,literatura
Tijuana-Luis Fimbres Moreno,38346,Los Caminos de la libertad I,"Sartre, Jean-Paul,",PQ2637.A82 S37 1973,AC,literatura
Tijuana-Luis Fimbres Moreno,38349,Las Manos sucias kean,"Sartre, Jean-Paul,",PQ2637.A82 S37 1973,AC,literatura
Tijuana-Luis Fimbres Moreno,38338,"Las Moscas, Nekrasov","Sartre, Jean-Paul,",PQ2637.A82 S37 1975,AC,literatura
Tijuana-Luis Fimbres Moreno,38347,Los Caminos de la libertad III,"Sartre, Jean-Paul,",PQ2637.A82 S37 1975,AC,literatura
Tijuana-Luis Fimbres Moreno,38350,La Nausea,"Sartre, Jean-Paul,",PQ2637.A82 S37 1975,AC,literatura
Tijuana-Luis Fimbres Moreno,38352,Historia de la literatura Italiana,"Vossler, Karl",PQ4041 V67 1951,AC,literatura
Tijuana-Luis Fimbres Moreno,38221,Corazón ; (diario de un niño),"Amicis, Edmundo de",PQ4683.A3 A45 1964,AC,literatura
Tijuana-Luis Fimbres Moreno,38354,Los Novios ; historia milanesa del siglo XVII,"Manzoni, Alejandro",PQ4713 M3618 1973,AC,historia literatura
Tijuana-Luis Fimbres Moreno,38357,Vida en familia,"Guareschi, Giovanni",PQ4817.U37 G8318 1971,AC,literatura
Tijuana-Luis Fimbres Moreno,38358,El General de la Rovere y otros héroes,"Montanelli, Indro",PQ4829.O57 M6618 1970,AC,literatura
Tijuana-Luis Fimbres Moreno,38353,Obras,"Papini, Giovanni",PQ4835.A27 P37 1971,AC,literatura
Tijuana-Luis Fimbres Moreno,38363,Literatura española y mexicana,"Valdés Becerril, Francisco",PQ6013 V35 1968,AC,historia
Tijuana-Luis Fimbres Moreno,38360,Historia de la literatura española e historia de la literatura mexicana,"Díaz-Plaja, Guillermo,",PQ6037 D53 1983,AC,historia literatura
Tijuana-Luis Fimbres Moreno,38372,La Literatura española,"Torri, Julio",PQ6037 T67 1974,AC,literatura
Tijuana-Luis Fimbres Moreno,38370,Prosa vanguardista en la generación del 27 (gecé y la gaceta literaria),"Hernando, Miguel Angel.",PQ6072 H47 1975,AC,poesia
Tijuana-Luis Fimbres Moreno,38367,La generación del 98,"Molina Fernández, Antonio",PQ6073 M65 1968,AC,literatura
Tijuana-Luis Fimbres Moreno,38378,Historia del teatro español 2 siglo XX,"Ruiz Ramón, Francisco",PQ6090 R85 1971,AC,literatura historia
Tijuana-Luis Fimbres Moreno,38377,"Historia del teatro español, I (Desde sus orígenes hasta 1900)","Ruiz Ramón, Francisco",PQ6099 R85 1971,AC,literatura historia
Tijuana-Luis Fimbres Moreno,38211,Interpretando la comedia,"Hesse, Everett W.",PQ6105 H47 1977,AC,literatura
Tijuana-Luis Fimbres Moreno,38271,Guzmán de alfarache criado del rey Felipe III nuestro señory natural vecino de sevilla I,"Alemán, Mateo",PQ6272 A44 1968,AC,literatura
Tijuana-Luis Fimbres Moreno,38272,Guzmán de alfarache atalaya de la vida humana II,"Alemán, Mateo",PQ6272 A44 1968,AC,literatura
Tijuana-Luis Fimbres Moreno,38384,Guzmán de Alfarache,"Alemán, Mateo",PQ6272 A44 1976,AC,literatura
Tijuana-Luis Fimbres Moreno,38250,"El Alcalde de zalamea, la vida es sueño","Calderón de la Barca, Pedro,",PQ6282 C35 1964,AC,literatura
Tijuana-Luis Fimbres Moreno,38385,El Ingenioso Hidalgo Don Quijote de la Mancha,"Cervantes Saavedra, Miguel de,",PQ6323.A5 C47 1977,AC,literatura
Tijuana-Luis Fimbres Moreno,38261,"La Ruta de don quijote, castilla",Azorín (José Martínez Ruiz),PQ6352 M37 1970,AC,ciencia
Tijuana-Luis Fimbres Moreno,38273,Poemas de,"Berceo, Gonzalo de",PQ6397 B47 1969,AC,poesia
Tijuana-Luis Fimbres Moreno,38257,"Poesías, el cantar de los cantares, la perfecta casada","Luis de León, Fray",PQ6410.L3 L46 1967,AC,poesia
Tijuana-Luis Fimbres Moreno,38258,Poesías completas,"Manrique, Jorge",PQ6412 M36 1968,AC,poesia
Tijuana-Luis Fimbres Moreno,38279,"Arcipreste de talavera corvacho, o reprobación del amor mundano","Martínez de Toledo, Alfonso",PQ6412 M37 1968,AC,literatura
Tijuana-Luis Fimbres Moreno,38277,La Pícara Justina,"López de Ubeda, Francisco",PQ6420 L67 1968,AC,literatura
Tijuana-Luis Fimbres Moreno,38236,Historia de la vida del buscón,"Quevedo, Francisco de,",PQ6422 Q48 1970,AC,literatura
Tijuana-Luis Fimbres Moreno,38387,La Vida del buscon llamado Don Pablos,"Quevedo, Francisco de,",PQ6422 Q48 1971,AC,literatura
Tijuana-Luis Fimbres Moreno,38256,La Celestina tragicomedia de Calixto y Melibea,"Rojas, Fernando de",PQ6426 R65 1965,AC,teatro
Tijuana-Luis Fimbres Moreno,38380,La Celestina,"Rojas, Fernando de",PQ6426 R65 1992,AC,literatura
Tijuana-Luis Fimbres Moreno,38373,Libro de buen amor,Arcipreste De Hita (Juan Ruiz),PQ6430.3 R87 1967,AC,ensayo
Tijuana-Luis Fimbres Moreno,38255,"El Vergonzoso en Palacio, El burlador de Sevilla","Molina, Tirso de",PQ6434 M65 1968,AC,teatro
Tijuana-Luis Fimbres Moreno,38426,La Grandeza mexicana y compendio apologético en alabanza de lapoesía,"Balbuena, Bernardo de.",PQ6437.V2 B35 1971,AC,historia
Tijuana-Luis Fimbres Moreno,38389,El Escándalo,"Alarcón, Pedro A. de",PQ6502 A43 1969,AC,literatura
Tijuana-Luis Fimbres Moreno,38374,Antología,"Bécquer, Gustavo Adolfo,",PQ6503 B43 1970,AC,literatura
Tijuana-Luis Fimbres Moreno,38398,Articulos,"Larra, Mariano José de",PQ6533 L37 1967,AC,literatura
Tijuana-Luis Fimbres Moreno,38383,"Teatro ; la lozana Andaluza, de un momento a otro, noche deguerra, en el museo del Prado","Alberti, Rafael.",PQ6601.L2 A53 1964,AC,literatura
Tijuana-Luis Fimbres Moreno,38390,La Busca,"Baroja, Pío",PQ6603.A7 B37 1971,AC,lengua
Tijuana-Luis Fimbres Moreno,38390,La Busca,"Baroja, Pío",PQ6603.A7 B37 1971,AC,lengua
Tijuana-Luis Fimbres Moreno,38249,"Los Intereses creados, señora ama, la malquerida","Benavente, Jacinto",PQ6603.E6 B46 1969,AC,literatura
Tijuana-Luis Fimbres Moreno,38365,Juventud del 98,"Blanco Aguinaga, Carlos.",PQ6603.L15 B43 1970,AC,ciencia
Tijuana-Luis Fimbres Moreno,38393,Fugitivos,"Gironella, José María",PQ6613.I88 G57 1970,AC,literatura
Tijuana-Luis Fimbres Moreno,38394,Platero y yo,"Jiménez, Juan Ramón.",PQ6619.I4 J56 1973,AC,literatura
Tijuana-Luis Fimbres Moreno,38392,Tiempos y cosas,Azorín (José Martínez Ruiz),PQ6623.A816 M37 1970,AC,literatura
Tijuana-Luis Fimbres Moreno,38234,Troteras y danzaderas,"Pérez de Ayala, Ramón",PQ6629.E64 P47 1966,AC,literatura
Tijuana-Luis Fimbres Moreno,38376,Todo más claro y otros poemas,"Salinas, Pedro",PQ6635 S25 1971,AC,poesia
Tijuana-Luis Fimbres Moreno,38395,El Valle Inclán que yo conocí y otros ensayos,"Pina, Francisco",PQ6641.A47 P56 1969,AC,literatura
Tijuana-Luis Fimbres Moreno,38391,Historias de Plinio,"García Pavón, F.",PQ6673.A7666 G37 1971,AC,ciencia
Tijuana-Luis Fimbres Moreno,925802,Nosotros en la luna,"Kellen, Alice,",PQ6711.E55 N67 2021,AC,lengua y literatura
Tijuana-Luis Fimbres Moreno,38364,Historia de la literatura hispanoamericana I-II,"Anderson Imbert, Enrique",PQ7081 A53 1970,AC,historia
Tijuana-Luis Fimbres Moreno,38359,El Postmodernismo,"Corvalan, Octavio",PQ7081 C67 1961,AC,literatura
Tijuana-Luis Fimbres Moreno,38366,Las Corrientes literarias en la América Hispánica,"Henríquez Ureña, Pedro",PQ7081 H46 1978,AC,literatura
Tijuana-Luis Fimbres Moreno,38369,Breve historia del modernismo,"Henríquez Ureña, Max",PQ7081 H46 1978,AC,literatura
Tijuana-Luis Fimbres Moreno,38371,Historia de la literatura hispanoamericana el período colonial (1492-1780),"Lazo, Raimundo",PQ7081 L29 1983,AC,historia literatura
Tijuana-Luis Fimbres Moreno,38362,Unidad y diversidad de la literatura latinoamericana,"Martínez, José Luis",PQ7081 M37 1972,AC,ciencia literatura
Tijuana-Luis Fimbres Moreno,38361,Estudios de literatura hispanoamericana contemporánea,Claude Fell.,PQ7081.A1 F45 1976,AC,ensayo literatura
Tijuana-Luis Fimbres Moreno,38419,Literatura mexicana,"Millan, María Del Carmen",PQ7111 M55 1962,AC,literatura
Tijuana-Luis Fimbres Moreno,38421,Literatura hispanomexicana,"Torres Montalvo, Herculano A.",PQ7111 T67 1967,AC,literatura
Tijuana-Luis Fimbres Moreno,38368,Historia de la literatura en México,"Valenzuela Rodarte, Alberto",PQ7111 V35 1961,AC,historia literatura
Tijuana-Luis Fimbres Moreno,38420,Cinco estudios sobre literatura mexicana moderna,"Phillips, Allen W.",PQ7114 P35 1974,AC,literatura
Tijuana-Luis Fimbres Moreno,37923,El Lenguaje en la frontera,"Bayardo Gómez, Patricio",PQ7127 B39 1975,AC,literatura
Tijuana-Luis Fimbres Moreno,38443,"Poesía en movimiento México, 1915-1966",NA,PQ7258 P39 1978,AC,literatura
Tijuana-Luis Fimbres Moreno,38441,Siete poetas jóvenes de Tijuana,NA,PQ7291.B35 I26 1974,AC,literatura
Tijuana-Luis Fimbres Moreno,38435,Canto y renuevos,NA,PQ7291.B35 I57 1976,AC,literatura
Tijuana-Luis Fimbres Moreno,38423,Obras completas,"Juana Inés de la Cruz,",PQ7296 J83 1975,AC,literatura
Tijuana-Luis Fimbres Moreno,38427,Obras Escogidas,"Juana Inés de la Cruz,",PQ7296 J83 1980,AC,literatura
Tijuana-Luis Fimbres Moreno,38431,Bestiario,"Arreola, Juan José",PQ7297 A77 1981,AC,lengua
Tijuana-Luis Fimbres Moreno,38428,Poesías completas,"Díaz Mirón, Salvador,",PQ7297 D53 1972,AC,literatura
Tijuana-Luis Fimbres Moreno,38444,Obras; II - teatro,"Fernández de Lizardi, José Joaquín",PQ7297 F37 1965,AC,literatura
Tijuana-Luis Fimbres Moreno,38432,Los Cien mejores poemas de,"González Martínez, Enrique",PQ7297 G66 1970,AC,literatura
Tijuana-Luis Fimbres Moreno,38295,Pepe Ruiz ; la vida de un mexicano nacido en Estados Unidos,"Holguín Lujan, Juan",PQ7297 H65 1971,AC,agricultura
Tijuana-Luis Fimbres Moreno,38429,Poesías completas y el minutero,"López Velarde, Ramón",PQ7297 L67 1957,AC,lengua
Tijuana-Luis Fimbres Moreno,38442,Baja California !hermosa alegría o paloma joven!,"Villegas García, Jesús Gerardo",PQ7297 V55 1976,AC,literatura
Tijuana-Luis Fimbres Moreno,38278,Epigramas,"Marcial, Marco Valerio",PQ7297.D5452 M27 1969,AC,literatura
Tijuana-Luis Fimbres Moreno,38440,Obra poética de,"Reyes, Alfonso,",PQ7297.R386 R49 1952,AC,literatura
Tijuana-Luis Fimbres Moreno,38434,Al enemigo del Quijote,"Gutiérrez Sotomayor, Manuel",PQ7298.17 G88 1965,AC,literatura
Tijuana-Luis Fimbres Moreno,38433,Ecos circundantes,"Gutiérrez Sotomayor, Manuel",PQ7298.17 G88 1973,AC,ciencia
Tijuana-Luis Fimbres Moreno,38436,Orquidea de luz ; poema,"Lope Avila, Francisco Rafael",PQ7298.22 L67 1975,AC,literatura
Tijuana-Luis Fimbres Moreno,38437,Del solar y para el solar Sinaloense,"Millán Peraza, Miguel Angel",PQ7298.26 M55 1966,AC,literatura
Tijuana-Luis Fimbres Moreno,38438,Rosas y laureles para Calafia,"Millán Peraza, Miguel Angel",PQ7298.26 M55 1971,AC,lengua
Tijuana-Luis Fimbres Moreno,924320,El anillo de César,"García Esperón, María",PQ7298.417.A7334 A55 2014,CI,novela
Tijuana-Luis Fimbres Moreno,38407,Tres tristes tigres,"Cabrera Infante, Guillermo",PQ7389.C24 C33 1975,AC,poesia
Tijuana-Luis Fimbres Moreno,38408,Concierto barroco,"Carpentier, Alejo",PQ7389.C263 C37 1974,AC,teatro
Tijuana-Luis Fimbres Moreno,37665,De Martí a Castro,"Martí, José",PQ7389.M2 D4 1970,AC,literatura
Tijuana-Luis Fimbres Moreno,38214,Concepto de la poesía y otros ensayos,"Portuondo, José Antonio",PQ7389.P66 P67 1974,AC,literatura
Tijuana-Luis Fimbres Moreno,38416,El Papa verde,"Asturias, Miguel Angel",PQ7499.A75 A78 1971,AC,lengua y literatura
Tijuana-Luis Fimbres Moreno,38417,Torotumbo; la audiencia de los confines mensajes indios,"Asturias, Miguel Angel",PQ7499.A75 A88 1972,AC,lengua y literatura
Tijuana-Luis Fimbres Moreno,38274,Poesías y cuentos,"Darío, Rubén",PQ7519 D37 1969,AC,poesia
Tijuana-Luis Fimbres Moreno,38405,Alrededor de la jaula,"Conti, Haroldo.",PQ7788.I305 C66 1967,AC,literatura
Tijuana-Luis Fimbres Moreno,38404,Cortázar ; la novela mandala,"Amestoy, Lida Aronne.",PQ7797 A44 1972,AC,novela
Tijuana-Luis Fimbres Moreno,38400,Hernandismo y Martinfierrismo,"Giménez Vega, Elías S.",PQ7797.H3 G56 1975,AC,lengua
Tijuana-Luis Fimbres Moreno,38402,Sangre en el lumbral,"Wast, Hugo.",PQ7797.M36 W37 1963,AC,novela
